request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_131,1333.46,affordable_with_plan,installments,2025-05-06:643.14|2025-06-03:643.14|2025-07-01:643.14,2025-06-15,none,Use installments; projected balance is constrained near 2025-05-14.
request_132,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_133,186270.7,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_134,6367512.98,affordable_later,wait,2025-08-15:21831000,2025-08-15,none,Use wait; projected balance is constrained near 2025-08-14.
request_135,304.8,affordable_now,full_payment,2026-07-06:304.80,2026-07-06,none,Use full_payment; projected balance is constrained near 2026-07-12.
request_136,497.25,affordable_later,wait,2024-06-15:560.40,2024-06-15,none,Use wait; projected balance is constrained near 2024-06-12.
request_137,21993.85,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_138,851.67,affordable_with_plan,partial_payment,2026-04-07:851.67|2026-04-15:405.27,2026-04-15,none,Use partial_payment; projected balance is constrained near 2026-04-13.
request_139,1289.47,affordable_with_plan,installments,2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88,2024-09-15,none,Use installments; projected balance is constrained near 2024-09-14.
request_140,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_141,13690.51,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_142,1263.6,affordable_now,full_payment,2024-12-05:1263.60,2024-12-05,none,Use full_payment; projected balance is constrained near 2025-03-03.
request_143,3290.19,affordable_later,wait,2025-07-15:12584,2025-07-15,none,Use wait; projected balance is constrained near 2025-05-14.
request_144,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_145,43985.75,affordable_with_plan,installments,2024-03-20:75365.33|2024-04-20:75365.33|2024-05-21:75365.33,2024-05-15,reduce_to:event_13341:2920|stop:event_13342,Use installments; projected balance is constrained near 2024-03-12.
request_146,21431.59,affordable_later,wait,2025-10-15:449400,2025-10-15,none,Use wait; projected balance is constrained near 2025-08-13.
request_147,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_148,8017.74,affordable_with_plan,installments,2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56,2024-08-15,none,Use installments; projected balance is constrained near 2024-06-13.
request_149,20430.49,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-11-15,none,Use installments; projected balance is constrained near 2025-11-14.
request_150,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_151,26999000,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,Use full_payment; projected balance is constrained near 2024-09-13.
request_152,7456.64,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_153,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_154,1625.8,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,Use installments; projected balance is constrained near 2025-01-14.
request_155,38377.56,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_156,8909.93,affordable_later,wait,2026-06-15:43076,2026-06-15,none,Use wait; projected balance is constrained near 2026-04-11.
request_157,6039938.6,affordable_later,wait,2024-05-15:23503000,2024-05-15,none,Use wait; projected balance is constrained near 2024-03-14.
request_158,242600,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,reduce_to:event_14534:3280,Use installments; projected balance is constrained near 2025-11-03.
request_159,13398,affordable_now,full_payment,2026-01-04:13398,2026-01-04,none,Use full_payment; projected balance is constrained near 2026-01-13.
request_160,643.61,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-06-15,none,Use installments; projected balance is constrained near 2024-06-10.
request_161,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_162,2111753.94,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_163,10524352.77,not_affordable,not_recommended,none,2024-11-15,none,No eligible payment plan stays above the minimum balance.
request_164,27018000,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,Use installments; projected balance is constrained near 2025-02-13.
request_165,80600,affordable_now,full_payment,2026-04-06:80600,2026-04-06,none,Use full_payment; projected balance is constrained near 2026-04-12.
request_166,2907.6,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,Use installments; projected balance is constrained near 2025-03-03.
request_167,43802,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,Use full_payment; projected balance is constrained near 2025-05-14.
request_168,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_169,41976,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,Use full_payment; projected balance is constrained near 2024-04-14.
request_170,33055170.67,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-08-15,none,Use installments; projected balance is constrained near 2025-08-14.
request_171,57.47,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_172,8969.59,affordable_with_plan,partial_payment,2024-06-05:8969.59|2024-06-15:1230.41,2024-06-15,none,Use partial_payment; projected balance is constrained near 2024-06-12.
request_173,67567.19,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2026-01-15,reduce_to:event_15864:1272,Use installments; projected balance is constrained near 2025-11-14.
request_174,1146.2,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,Use installments; projected balance is constrained near 2026-04-13.
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,Use full_payment; projected balance is constrained near 2024-09-13.
request_176,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_177,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_178,2934.12,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,,reduce_to:event_16352:46.40,Use installments; projected balance is constrained near 2025-03-07.
request_179,4170144.33,affordable_later,wait,2025-07-15:41648000,2025-07-15,none,Use wait; projected balance is constrained near 2025-05-13.
request_180,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_181,351.51,affordable_later,wait,2024-05-15:5059.20,2024-05-15,none,Use wait; projected balance is constrained near 2024-03-12.
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,Use full_payment; projected balance is constrained near 2025-08-13.
request_183,19546184.92,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_184,12659.19,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_185,321.17,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_186,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_187,30818.62,affordable_later,wait,2024-11-15:187500,2024-11-15,none,Use wait; projected balance is constrained near 2024-09-13.
request_188,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Use full_payment; projected balance is constrained near 2026-07-11.
request_190,371.39,affordable_later,wait,2024-12-15:2557.50,2024-12-15,none,Use wait; projected balance is constrained near 2024-12-14.
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Use full_payment; projected balance is constrained near 2025-05-14.
request_192,148.62,affordable_later,wait,2026-06-15:2046,2026-06-15,none,Use wait; projected balance is constrained near 2026-04-11.
request_193,83.66,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,none,Use installments; projected balance is constrained near 2024-03-14.
request_194,28367.18,affordable_later,wait,2025-10-15:132800,2025-10-15,none,Use wait; projected balance is constrained near 2025-08-14.
request_195,59.32,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Use full_payment; projected balance is constrained near 2024-06-10.
request_197,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Use full_payment; projected balance is constrained near 2026-07-11.
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,Use installments; projected balance is constrained near 2024-09-08.
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,Use full_payment; projected balance is constrained near 2025-02-13.
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Use full_payment; projected balance is constrained near 2026-04-12.
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Use full_payment; projected balance is constrained near 2024-12-14.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,Use installments; projected balance is constrained near 2025-05-17.
request_204,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Use full_payment; projected balance is constrained near 2024-03-14.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,Use installments; projected balance is constrained near 2025-10-16.
request_207,6737.41,affordable_later,wait,2026-07-15:11830,2026-07-15,none,Use wait; projected balance is constrained near 2026-07-12.
request_208,3715280.27,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,Use wait; projected balance is constrained near 2024-06-11.
request_209,774.93,not_affordable,not_recommended,none,2026-01-15,none,No eligible payment plan stays above the minimum balance.
request_210,850.45,affordable_with_plan,installments,2026-04-06:471.48|2026-05-04:471.48|2026-06-01:471.48,2026-04-15,none,Use installments; projected balance is constrained near 2026-04-13.
request_211,333.76,affordable_later,wait,2024-09-15:1788.60,2024-09-15,none,Use wait; projected balance is constrained near 2024-09-13.
request_212,3844309.13,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_213,1396.1,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_214,32126.47,affordable_with_plan,partial_payment,2024-12-04:32126.47|2024-12-15:37623.53,2024-12-15,stop:event_19670,Use partial_payment; projected balance is constrained near 2024-12-14.
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,Use installments; projected balance is constrained near 2025-05-13.
request_216,465.48,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,Use wait; projected balance is constrained near 2026-07-13.
request_217,20227.24,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,Use installments; projected balance is constrained near 2024-03-14.
request_218,25224833.74,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-15,none,Use installments; projected balance is constrained near 2025-08-14.
request_219,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_220,180.76,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Use full_payment; projected balance is constrained near 2025-11-14.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Use full_payment; projected balance is constrained near 2026-04-03.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Use full_payment; projected balance is constrained near 2024-09-13.
request_224,8278852.36,affordable_with_plan,partial_payment,2025-02-04:8278852.36|2025-02-15:2048147.64,2025-02-15,none,Use partial_payment; projected balance is constrained near 2025-02-13.
request_225,9923511.26,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,none,Use installments; projected balance is constrained near 2026-07-12.
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Use full_payment; projected balance is constrained near 2024-12-13.
request_227,12861.34,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_228,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_229,437.61,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,Use installments; projected balance is constrained near 2024-03-14.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,Use full_payment; projected balance is constrained near 2025-08-14.
request_231,29533.32,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-15,none,Use installments; projected balance is constrained near 2026-01-14.
request_232,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_233,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_234,234.58,affordable_later,wait,2026-08-15:1213.30,2026-08-15,none,Use wait; projected balance is constrained near 2026-07-11.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Use full_payment; projected balance is constrained near 2024-09-14.
request_236,7443718.01,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_237,23317506.04,affordable_with_plan,full_payment,2026-04-05:23826000,,reduce_to:event_21812:382850,Use full_payment; projected balance is constrained near 2026-07-02.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,Use installments; projected balance is constrained near 2024-12-14.
request_239,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_240,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,Use installments; projected balance is constrained near 2024-05-11.
request_242,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Use full_payment; projected balance is constrained near 2026-07-12.
request_244,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_245,35044.79,affordable_later,wait,2026-01-15:128500,2026-01-15,none,Use wait; projected balance is constrained near 2025-11-14.
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,Use installments; projected balance is constrained near 2026-04-13.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,Use full_payment; projected balance is constrained near 2024-09-13.
request_248,977.62,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_249,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_250,17762.28,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,No eligible payment plan stays above the minimum balance.
